Date,Buyer,Title
11/05/1748,"corbett, charles ii",the country wit
11/05/1748,"corbett, charles ii",the earl of essex
11/05/1748,"corbett, charles ii",the fortunate peasant
11/05/1748,"corbett, charles ii",the libertine
11/05/1748,"corbett, charles ii",the orphan
11/05/1748,"corbett, charles ii",the pilgrim
11/05/1748,"corbett, charles ii",the plain dealer
11/05/1748,"corbett, charles ii",the provoked wife
11/05/1748,"corbett, charles ii","the relapse, or, virtue in danger"
11/05/1748,"corbett, charles ii",the soldier fortune
11/05/1748,"corbett, charles ii",thomas southerne plays
11/05/1748,"corbett, charles ii",thomas sydenham works
11/05/1748,"corbett, charles ii",vertot revolutions of sweden
11/05/1748,"corbett, charles ii",william shakespeare works
11/05/1748,"davidson, joseph",acta regia
11/05/1748,"davidson, joseph",antonius
11/05/1748,"davidson, joseph",batty sermons
11/05/1748,"davidson, joseph",boileau works
11/05/1748,"davidson, joseph",bond man
11/05/1748,"davidson, joseph",bull opera omnia
11/05/1748,"davidson, joseph",chillingsworth works
11/05/1748,"davidson, joseph",clagget against whiston
11/05/1748,"davidson, joseph",conant sermons
11/05/1748,"davidson, joseph",dictionary boyer
11/05/1748,"davidson, joseph",discourse on cold water
11/05/1748,"davidson, joseph",forbin memoirs
11/05/1748,"davidson, joseph",golden medley
11/05/1748,"davidson, joseph",history of addresses
11/05/1748,"davidson, joseph",history of the house of brunswick
11/05/1748,"davidson, joseph",history of utrecht
11/05/1748,"davidson, joseph",history of witchcraft
11/05/1748,"davidson, joseph",lives of the highwaymen
11/05/1748,"davidson, joseph",moss case of abraham
11/05/1748,"davidson, joseph",moss evidence of resurrection
11/05/1748,"davidson, joseph",mrs manley life
11/05/1748,"davidson, joseph",order of the garter
11/05/1748,"davidson, joseph",original poems
11/05/1748,"davidson, joseph",patrick contentmen
11/05/1748,"davidson, joseph",remarks on the travels of cyrus
11/05/1748,"davidson, joseph",south maxim
11/05/1748,"davidson, joseph",taubman british fleets
11/05/1748,"davidson, joseph",thoughts on friendship
11/05/1748,"davidson, joseph",vanquished love
11/05/1748,"davidson, joseph",vertot bretons and gauls
11/05/1748,"davidson, joseph",west discourse on dreams
11/05/1748,"hodges, james",catalogue writs
11/05/1748,"hodges, james",courtkeeper companion
11/05/1748,"hodges, james",manwood forest law
11/05/1748,"hodges, james",nelson festivals
11/05/1748,"hodges, james",sherlock death
11/05/1748,"hodges, james",sherlock furture state
11/05/1748,"hodges, james",sherlock judgement
11/05/1748,"hodges, james",sherlock pieces
11/05/1748,"hodges, james",sherlock popery
11/05/1748,"hodges, james",sherlock providence
11/05/1748,"hodges, james",sherlock religious assemblies
11/05/1748,"hodges, james",sherlock sermons
11/05/1748,"johnston, william",dictionary bailey
11/05/1748,"johnston, william",law dictionary
11/05/1748,"rivington, james",allen synopsis
11/05/1748,"rivington, james",boerhaave chemistry
11/05/1748,"rivington, james",john locke works
11/05/1748,"rivington, james",spectacle de la nature
11/05/1748,"rivington, james",thomas balguy tracts and sermons
11/05/1748,"rivington, john i",allen synopsis
11/05/1748,"rivington, john i",boerhaave chemistry
11/05/1748,"rivington, john i",john locke works
11/05/1748,"rivington, john i",spectacle de la nature
11/05/1748,"rivington, john i",thomas balguy tracts and sermons
11/05/1748,"robinson, jacob",cruden concordance
11/05/1748,"robinson, jacob",evremond works
11/05/1748,"robinson, jacob",king creed
11/05/1748,"robinson, jacob",law of nature
11/05/1748,"robinson, jacob",nelson sacrament
11/05/1748,"robinson, jacob",scott christian life
11/05/1748,"robinson, jacob",scott works
11/05/1748,"robinson, jacob",tatler
11/05/1748,"robinson, jacob",tillotson sermons
11/05/1748,"ward, john",camden britannia
11/05/1748,"ward, john",dictionary bailey
11/05/1748,"ward, john",domat civil law
11/05/1748,"ward, john",spectacle de la nature
03/27/1749,"birt, samuel",delphin florus
03/27/1749,"corbett, charles i",copies
03/27/1749,"corbett, charles i",schrevelii lexicon
03/27/1749,"corbett, charles ii",copies
03/27/1749,"corbett, charles ii",schrevelii lexicon
03/27/1749,"dodd, benjamin",beveridge chronology
03/27/1749,"dodd, benjamin",delphin horace
03/27/1749,"dodd, benjamin",delphin justinius
03/27/1749,"dodd, benjamin",dictionary cole english & latin
03/27/1749,"dodd, benjamin",drelincourt death
03/27/1749,"dodd, benjamin",geography
03/27/1749,"dodd, benjamin",nelson festivals
03/27/1749,"dodd, benjamin",pomet drugs
03/27/1749,"dodd, benjamin",schrevelii lexicon
03/27/1749,"lintot, henry",receipts
03/27/1749,"longman, thomas i",delphin juvenal
03/27/1749,"longman, thomas i",dictionary cole english & latin
03/27/1749,"millar, andrew",sharpe sermons
03/27/1749,"osborn, john ii (hd and pnr)",talent tables
03/27/1749,"rivington, james",delphin cicero orations
03/27/1749,"rivington, john i",delphin cicero orations
03/27/1749,"robinson, jacob",italian grammar
03/27/1749,unidentified,dictionary boyer french
03/27/1749,"ward, john",nelson festivals
02/24/1750,"baldwin, richard",chillingsworth works
02/24/1750,"baldwin, richard",erasmus
02/24/1750,"baldwin, richard",feasts and fasts
02/24/1750,"baldwin, richard",latin tongue
02/24/1750,"baldwin, richard",tales of the fairies
02/24/1750,"baldwin, richard",thesaurus ecton
02/24/1750,"baldwin, richard",tully offices
02/24/1750,"brown, daniel ii",la belle assemblee
02/24/1750,"brown, daniel ii","the laboratory, or school of arts"
02/24/1750,"corbett, charles i",turkish spy
02/24/1750,"corbett, charles ii",turkish spy
02/24/1750,"dodd, benjamin",greek grammar
02/24/1750,"dodd, benjamin",william catechism
02/24/1750,"osborne, thomas ii",gardening
02/24/1750,"rivington, james",bohun law of tithes
02/24/1750,"rivington, james",bohun tithing table
02/24/1750,"rivington, james",delphin metamorphoses
02/24/1750,"rivington, john i",bohun law of tithes
02/24/1750,"rivington, john i",bohun tithing table
02/24/1750,"rivington, john i",delphin metamorphoses
02/24/1750,"ward, john",la belle assemblee
02/24/1750,"ware, richard",pen church of english man
02/24/1750,"ware, richard",simpson compenium of music
02/24/1750,"ware, richard",universal spectator
02/24/1750,"whiston, john",pearson creed
02/24/1750,"whiston, john",treatise of fevers
02/24/1750,"wren, john",justinius
02/24/1750,"wren, john",nunnery tales
02/24/1750,"wren, john",virgin unmasked
12/24/1750,"baker, samuel",week preparations
12/24/1750,"clark, william",stanhope epistles
12/24/1750,"corbett, charles i",burkitt new testament
12/24/1750,"corbett, charles i",drelincourt death
12/24/1750,"corbett, charles i",hederici lexicon
12/24/1750,"corbett, charles ii",burkitt new testament
12/24/1750,"corbett, charles ii",drelincourt death
12/24/1750,"corbett, charles ii",hederici lexicon
12/24/1750,"fuller, john",cruden concordance
12/24/1750,"innys, john",beveridge articles
12/24/1750,"innys, john",beveridge prayer
12/24/1750,"innys, john",beveridge thoughts
12/24/1750,"innys, john",cruden concordance
12/24/1750,"innys, william",beveridge articles
12/24/1750,"innys, william",beveridge prayer
12/24/1750,"innys, william",beveridge thoughts
12/24/1750,"innys, william",cruden concordance
12/24/1750,"keith, george",art of poetry
12/24/1750,"keith, george",burkitt new testament
12/24/1750,"keith, george",delphin juvenal
12/24/1750,"keith, george",delphin terence
12/24/1750,"keith, george",hick devotions
12/24/1750,"keith, george",history of scotland
12/24/1750,"keith, george",history of siberia
12/24/1750,"keith, george",hospital surgeon
12/24/1750,"keith, george",sallust
12/24/1750,"keith, george",treatise of fevers
12/24/1750,"rivington, james",stanhope kempis
12/24/1750,"rivington, john i",stanhope kempis
12/24/1750,"ward, john",hederici lexicon
12/24/1750,"ward, john",schrevelii lexicon
12/24/1750,"ware, richard",echard gazeteer
12/24/1750,"wren, john",bees
12/24/1750,"wren, john",burkitt new testament
12/24/1750,"wren, john",cruden concordance
12/24/1750,"wren, john",grammar gordon
08/12/1751,"baldwin, richard",practical farmer
08/12/1751,"brown, daniel ii",chillingsworth works
08/12/1751,"brown, daniel ii",domat civil law
08/12/1751,"brown, daniel ii",pearson creed
08/12/1751,"comyns, edmund",dictionary bailey
08/12/1751,"corbett, charles i",tillotson works
08/12/1751,"corbett, charles ii",tillotson works
08/12/1751,"davis, charles",camden britannia
08/12/1751,"davis, charles",heads of the loyalists
08/12/1751,"davis, lockyer",vitruvius britannicus
08/12/1751,"dodd, benjamin",bohun law of tithes
08/12/1751,"dodd, benjamin",grammar philips
08/12/1751,"dodd, benjamin",nelson sacrament
08/12/1751,"dodd, benjamin",plato works
08/12/1751,"dodd, benjamin",wheatley on common prayer
08/12/1751,"dodd, benjamin",wheatley on creed
08/12/1751,"dodd, benjamin",wheatley on sermons
08/12/1751,"fuller, john","choice, a collection of sons"
08/12/1751,"hodges, james",arithmetic hill
08/12/1751,"hodges, james",burkitt new testament
08/12/1751,"hodges, james",comes commercii
08/12/1751,"hodges, james",delphin juvenal
08/12/1751,"hodges, james",delphin terence
08/12/1751,"hodges, james",dictionary boyer
08/12/1751,"hodges, james",dictionary cole english & latin
08/12/1751,"hodges, james",drelincourt death
08/12/1751,"hodges, james",echard gazeteer
08/12/1751,"hodges, james",human prudence
08/12/1751,"hodges, james",pearce death
08/12/1751,"hodges, james",potter antiquities of greece
08/12/1751,"hodges, james",schrevelii lexicon
08/12/1751,"hodges, james",scott christian life
08/12/1751,"hodges, james",scott works
08/12/1751,"hodges, james",turkish spy
08/12/1751,"hodges, james",xenophon greek and latin
08/12/1751,"innys, john",clare of fluids
08/12/1751,"innys, john",lucas happiness
08/12/1751,"innys, john",schrevelii lexicon
08/12/1751,"innys, william",clare of fluids
08/12/1751,"innys, william",lucas happiness
08/12/1751,"innys, william",schrevelii lexicon
08/12/1751,"johnston, william",art of poetry
08/12/1751,"johnston, william",bookkeeping
08/12/1751,"johnston, william",camden britannia
08/12/1751,"johnston, william",dictionary bailey
08/12/1751,"johnston, william",french grammar boyer
08/12/1751,"johnston, william",howell letters
08/12/1751,"johnston, william",la belle assemblee
08/12/1751,"johnston, william",law dictionary
08/12/1751,"johnston, william",lucas christian thoughts
08/12/1751,"johnston, william",lucas divine breathings
08/12/1751,"johnston, william",lucas practical christianity
08/12/1751,"johnston, william",sherlock death
08/12/1751,"johnston, william",sherlock furture state
08/12/1751,"johnston, william",sherlock judgement
08/12/1751,"johnston, william",sherlock providence
08/12/1751,"johnston, william",sherlock sermons
08/12/1751,"millar, andrew",moll geography
08/12/1751,"paterson, samuel",whitby new testament
08/12/1751,"rivington, james",beauty and virtue
08/12/1751,"rivington, james",dictionary bailey
08/12/1751,"rivington, james",euclid
08/12/1751,"rivington, james",french lovers
08/12/1751,"rivington, james",hawney measuring
08/12/1751,"rivington, james",jenkins christian religion
08/12/1751,"rivington, james",law dictionary
08/12/1751,"rivington, james",medulla historia
08/12/1751,"rivington, james",ogilby roads
08/12/1751,"rivington, james",penelope aubin
08/12/1751,"rivington, james",salmon chronological historian
08/12/1751,"rivington, james",salmon gazateer
08/12/1751,"rivington, james",tillotson works
08/12/1751,"rivington, james",world in miniature
08/12/1751,"rivington, john i",beauty and virtue
08/12/1751,"rivington, john i",dictionary bailey
08/12/1751,"rivington, john i",euclid
08/12/1751,"rivington, john i",french lovers
08/12/1751,"rivington, john i",hawney measuring
08/12/1751,"rivington, john i",jenkins christian religion
08/12/1751,"rivington, john i",law dictionary
08/12/1751,"rivington, john i",medulla historia
08/12/1751,"rivington, john i",ogilby roads
08/12/1751,"rivington, john i",penelope aubin
08/12/1751,"rivington, john i",salmon chronological historian
08/12/1751,"rivington, john i",salmon gazateer
08/12/1751,"rivington, john i",tillotson works
08/12/1751,"rivington, john i",world in miniature
08/12/1751,"robinson, jacob",court and city register
08/12/1751,"robinson, jacob",evremond works
08/12/1751,"ward, john",dictionarium polygraphicum
08/12/1751,"ward, john",pyle epistles
08/12/1751,"waugh, james",gentleman instructed
08/12/1751,"waugh, james",howell bible
08/12/1751,"whiston, john",camden britannia
08/12/1751,"whitridge, henry",harris voyages
11/30/1751,"baldwin, richard",devil on crutches
11/30/1751,"baldwin, richard",roderick ransom
11/30/1751,"dodd, benjamin",family magazine
11/30/1751,"dodd, benjamin",talent tables
11/30/1751,"dodsley, robert",principles of painting
11/30/1751,"franklin, richard",frezier voyages
11/30/1751,"hodges, james",academy
11/30/1751,"hodges, james",aesop fables
11/30/1751,"hodges, james","agnes de castro, or the force of generous love"
11/30/1751,"hodges, james",amourous gallant
11/30/1751,"hodges, james",aphra behn plays
11/30/1751,"hodges, james",architecture
11/30/1751,"hodges, james",aris legacy
11/30/1751,"hodges, james",art of money catching
11/30/1751,"hodges, james",artifice
11/30/1751,"hodges, james",as you find it
11/30/1751,"hodges, james",beauty in distress
11/30/1751,"hodges, james",brady sermons
11/30/1751,"hodges, james",british empire in america
11/30/1751,"hodges, james",cambridge jests
11/30/1751,"hodges, james",comes commercii
11/30/1751,"hodges, james",complete guide
11/30/1751,"hodges, james",country house
11/30/1751,"hodges, james",dictionary bailey
11/30/1751,"hodges, james",dictionary littleton
11/30/1751,"hodges, james",don quixote
11/30/1751,"hodges, james",drake voyages
11/30/1751,"hodges, james",dugdale monasticon
11/30/1751,"hodges, james",england witty jester
11/30/1751,"hodges, james",ephigenia
11/30/1751,"hodges, james",essex
11/30/1751,"hodges, james",familiar letters
11/30/1751,"hodges, james",fortunatus
11/30/1751,"hodges, james",gil blas
11/30/1751,"hodges, james",god wonders
11/30/1751,"hodges, james",governess
11/30/1751,"hodges, james",government of a wife
11/30/1751,"hodges, james",governor of cyprus
11/30/1751,"hodges, james",grammar farmborough
11/30/1751,"hodges, james",grammar philips
11/30/1751,"hodges, james",hatton london
11/30/1751,"hodges, james",heavenly soul
11/30/1751,"hodges, james",hell flames
11/30/1751,"hodges, james",history of giants
11/30/1751,"hodges, james",horrors and terrors
11/30/1751,"hodges, james",intrigues at versailles
11/30/1751,"hodges, james",jehosophat
11/30/1751,"hodges, james",ladies delight
11/30/1751,"hodges, james",latin examples
11/30/1751,"hodges, james",lewd women
11/30/1751,"hodges, james",library of the law
11/30/1751,"hodges, james",life of king of sweden
11/30/1751,"hodges, james",life of osman the great
11/30/1751,"hodges, james",life of prince eugene
11/30/1751,"hodges, james",london spy
11/30/1751,"hodges, james",love last shift
11/30/1751,"hodges, james",love makes a man
11/30/1751,"hodges, james",love pilgrimage
11/30/1751,"hodges, james",mandeville travels
11/30/1751,"hodges, james",merchant magazine
11/30/1751,"hodges, james","neglected virtue, or the unhappy conqueror"
11/30/1751,"hodges, james",nelson lex maneriorum
11/30/1751,"hodges, james",notitia anglicanii
11/30/1751,"hodges, james",novelty
11/30/1751,"hodges, james",oliver cromwell
11/30/1751,"hodges, james",pamela
11/30/1751,"hodges, james",parker philosophical mediations
11/30/1751,"hodges, james",plantation laws abridgement
11/30/1751,"hodges, james",plot and no plot
11/30/1751,"hodges, james",pomona
11/30/1751,"hodges, james",precious blood
11/30/1751,"hodges, james",prodigal son
11/30/1751,"hodges, james",pure love
11/30/1751,"hodges, james",quarles emblems
11/30/1751,"hodges, james",revenge
